growth,coefGT,sma_dif,dif_high,dif_low,dif_open,zone_interval,dif_prev_close,dif_bid_ask,zone_size,RSI,MACD,volatility,SP_MA_dif,correlSP,sp_open_dif,sp_dif_high,sp_dif_low,winloss,ask,symbol,alertTime,sellTime,sellPrice
0.64,0.9246,0.35892,0.637227501,2.138106249,1.566935392,115,0.025554388,0.109118379,0,25.24440984,-0.18129728,0.313,-0.021663529,0.887464862,0.640289522,0.117561633,0.780569397,1,357.8,GWW   ,9/11/2018 13:41,9/11/2018 15:34,359.61
0.54,2.6277,0.17246,0.552486188,0.383959044,0.306931537,34,0.920667699,0.042517007,0.179058663,34.54947304,-0.047177033,0.157,-0.114131563,0.582725726,-0.086487234,0.193899103,0.006925448,1,117.65,EOG   ,9/12/2018 10:09,9/12/2018 10:35,118.31
1.29,4.326,0.56535,1.367781155,0.458015267,0.381388253,49,0.536809816,0.076045627,0.305110603,39.31201491,-0.037422447,0.042,-0.131892783,0.291930468,-0.197190895,0.30503657,0.010400055,-1,13.16,FCX   ,9/12/2018 10:24,9/12/2018 10:29,13.08
0.7,5.56,0.5206,2.45398773,0.884173298,0.884173298,20,2.352941176,0.087719298,0.175592625,44.76045243,0.028122074,0.031,-0.063138673,0.320133273,-0.159136511,0.266805267,0.055470808,-1,11.41,RIG   ,9/12/2018 10:29,9/12/2018 10:38,11.33
0.84,2.4801,0.42316,1.258479992,1.405782652,-0.166862976,56,-3.540996023,0.05902607,0.217048145,30.129158,-0.256566658,0.235,-0.015019005,-0.550680946,-0.200650384,0.308513588,0.086736287,-1,101.71,KLAC  ,9/12/2018 10:48,9/12/2018 10:59,101.19
0.7,1.1351,0.29228,1.38970158,0.234604106,-1.142443962,102,0.260983036,0.043904581,0.102639296,30.33751159,-0.044190884,0.084,0.172192025,0.003989083,0.22486681,0.031065548,0.513478819,-1,68.36,ALK   ,9/12/2018 11:33,9/12/2018 11:37,67.92
0.7,2.104,0.35489,0.711835334,0.612649927,0.456621005,55,0.842745439,0.042900043,0.04294057,26.08009478,-0.196644269,0.235,-0.103644844,0.650702827,0.031135404,0.224796818,0.319189536,-1,116.6,VLO   ,9/12/2018 11:44,9/12/2018 13:44,116
0.5,1.5713,0.26383,1.420038318,0.208933311,-1.114454475,53,0.475897206,0.078953305,0.062115309,26.54342661,-0.207707275,0.239,-0.22868005,0.311368161,-0.131460596,0.387972842,0.156125317,1,177.46,VRTX  ,9/12/2018 11:52,9/12/2018 12:51,178.35
0.9,0.9692,0.43236,0.910418277,0.284237726,0.008589589,154,1.217179621,0.017180655,0.09469697,29.57592542,-0.005315852,0.109,-0.101075835,-0.030685618,-0.159136511,0.415800416,0.128369705,-1,116.43,CVX   ,9/12/2018 12:09,9/12/2018 15:58,115.83
0.59,2.3165,0.21978,0.591715976,0.938566553,0.938566553,42,0,0.028184893,0.141242938,38.29944933,-0.046860559,0.052,-0.139764888,0.665619138,0,0.248002204,0.041350793,1,35.49,UNM   ,9/13/2018 10:28,9/13/2018 12:16,35.67
1.39,2.9269,0.76233,2.718078382,0.348874088,-2.103960396,79,1.253132832,0.063251107,0.126742712,32.46434198,-0.044140537,0.12,-0.056842649,0.15431028,-0.072333976,0.32056806,0.041380737,-1,31.64,MNK   ,9/13/2018 11:00,9/13/2018 11:07,31.46
0.52,0.6731,0.14189,0.605971032,0.237037037,-0.60232114,128,0.13239188,0.014781966,0.103703704,30.89757463,-0.019841225,0.034,0.01320511,0.427085281,0.003444475,0.244549306,0.117245422,1,67.66,CL    ,9/13/2018 11:44,9/13/2018 14:08,68.04
