growth,coefGT,sma_dif,dif_high,dif_low,dif_open,zone_interval,dif_prev_close,dif_bid_ask,zone_size,RSI,MACD,volatility,SP_MA_dif,correlSP,sp_open_dif,sp_dif_high,sp_dif_low,winloss,ask,symbol,alertTime,sellTime,sellPrice
1.32,2.7049,0.66943,2.292993631,0.345136137,-1.437629481,81,-0.8959124,0.223428024,0.108300949,29.883129,-0.146453195,0.414,-0.212651715,0.620198082,-0.162701728,0.524136716,0.083755786,-1,157,AMG   ,12/14/2016 14:23,12/14/2016 14:29,156.0239
1.97,3.7965,1.25416,6.505295008,0.151515152,-5.164992826,86,-2.244039271,0.151515152,0.045406387,33.55005484,-0.041736456,0.04,-0.165782323,-0.067832345,-0.123125632,0.484304143,0.123429579,-1,6.61,NE    ,12/14/2016 14:24,12/14/2016 14:27,6.57
1.05,1.1736,0.38498,1.652065081,0.477867203,0.301280442,149,-1.215277778,0.025037556,0,36.76939132,-0.109559158,0.108,-0.208311504,0.141933441,-0.184688448,0.546279572,0.066125904,-1,39.95,NOV   ,12/14/2016 14:26,12/14/2016 14:29,39.73
0.97,5.6593,0.33315,1.677852349,1.720371382,1.319189446,28,-0.419826652,0.026852846,0.094161959,38.92727474,-0.031863346,0.23,-0.208311504,0.473109889,-0.184688448,0.546279572,0.066125904,-1,74.5,AXP   ,12/14/2016 14:26,12/14/2016 14:29,74.06
2.3,2.6504,1.16627,2.299528302,0.652818991,0.236406619,144,-0.412007063,0.05899705,0.029533373,36.81682243,-0.114748671,0.1,-0.208311504,0.411672456,-0.184688448,0.546279572,0.066125904,-1,16.96,ATI   ,12/14/2016 14:26,12/14/2016 14:29,16.87
0.73,3.3734,0.08479,0.733549083,1.322548912,0.925421884,36,-0.228112101,0.086374433,0.183982684,36.31446902,0.081855959,0.275,-0.299358413,0.090526366,-0.290224704,0.652701213,0.013232181,-1,92.7,AIZ   ,12/14/2016 14:27,12/14/2016 14:30,92.18
1.34,2.1351,0.77075,1.342098055,1.416666667,0.578512397,104,0.068917988,0.054809537,0.013700507,27.17351217,-0.194439751,0.213,-0.348808488,0.172233777,-0.356184864,0.719329214,0.024277737,1,73.02,UAL   ,12/14/2016 14:28,12/14/2016 15:07,73.4
1.79,9.0358,0.67128,1.789042117,1.821631879,1.16892911,33,-0.896860987,0.037285608,0.149476831,28.24098223,-0.063344036,0.125,-0.436337405,-0.05322557,-0.463919792,0.828344857,0.004418034,1,26.83,FITB  ,12/14/2016 14:29,12/14/2016 15:40,26.97
2.28,11.4919,0.98032,2.283105023,1.939487975,0.305343511,33,-1.132075472,0.076161462,0.076219512,25.99455072,-0.04640585,0.07,-0.432170369,-0.006129485,-0.479310496,0.843937787,0.030939227,1,13.14,HBAN  ,12/14/2016 14:30,12/14/2016 14:33,13.22
0.7,3.4398,0.21038,0.701262272,0.38718761,0.035075412,33,-0.105115627,0.070175439,0.105448155,42.7263763,0.014617505,0.07,0.083814538,0.522359179,0.420112325,0.167341906,0.473430379,-1,28.52,TDC   ,12/15/2016 10:14,12/15/2016 13:46,28.37
0.87,7.4486,0.17524,1.510648836,0.248262165,-1.053663318,19,0.049031625,0.099157164,0.074460164,40.88324569,0.130505772,0.116,0.071758931,0.258819956,0.420112325,0.167341906,0.473430379,1,40.38,HOLX  ,12/15/2016 10:15,12/15/2016 11:12,40.59
0.77,4.2261,-0.03141,0.769552926,1.8637515,1.606382979,30,0.079850945,0.096942385,0.107487416,45.90570642,0.053217031,0.802,0.047211476,0.846266065,0.428956795,0.158520476,0.482279545,1,382.04,CMG   ,12/15/2016 10:18,12/15/2016 10:32,384.35
0.52,3.9424,0.1318,0.764351927,0.786756269,-0.501618123,21,-1.967005076,0.097672147,0.08144649,49.39158434,0.097047127,0.129,0.047211476,0.563377687,0.428956795,0.158520476,0.482279545,1,61.49,NUE   ,12/15/2016 10:18,12/15/2016 10:37,61.83
0.51,2.7244,0.14075,0.589721988,0.678541137,-0.084175084,31,-0.502512563,0.084317032,0,43.49902689,-0.009188351,0.016,-0.076396885,0.849813134,0.3537788,0.233552197,0.407061634,-1,11.87,AES   ,12/15/2016 10:27,12/15/2016 11:28,11.8
0.61,2.5051,0.16876,0.614941777,0.579023556,0.526108115,40,0.184477533,0.052362875,0.091779205,42.86341274,-0.089169744,0.112,-0.076396885,0.862035753,0.3537788,0.233552197,0.407061634,1,76.43,DG    ,12/15/2016 10:27,12/15/2016 11:04,76.87
0.57,4.9308,-0.02464,0.647709321,2.510121457,1.801222258,19,-1.176096631,0.047415837,0.190144193,47.39663459,0.163178687,0.138,0.084831335,0.821855834,0.52182373,0.065989178,0.575195788,-1,63.3,HES   ,12/15/2016 10:41,12/15/2016 11:26,62.91
1.01,5.5221,0.14588,1.106639839,2.57997936,2.57997936,30,-0.103092784,0.100704935,0.050301811,52.45788105,0.002524349,0.028,0.037051575,0.786936299,0.493079202,0.094611543,0.546435998,1,9.94,GCI   ,12/15/2016 10:48,12/15/2016 10:58,9.99
0.95,2.6287,0.4387,0.954418299,0.863070539,-0.328030179,60,-0.359535872,0.082345191,0.098944591,36.22504073,-0.085516282,0.095,0.009244016,0.771353027,0.470968027,0.116639891,0.524313083,-1,60.77,VTR   ,12/15/2016 10:52,12/15/2016 11:26,60.46
0.56,2.0997,0.27069,1.187122736,1.615211613,-0.440705128,44,3.978337846,0.020124774,0.080563948,38.56954826,0.000146888,0.045,-0.062674074,0.631182509,0.60142396,0.140665524,0.654838281,-1,49.7,CERN  ,12/15/2016 11:34,12/15/2016 11:53,49.4403
0.63,1.1955,0.31342,0.628930818,1.923076923,1.977552111,87,-0.84790673,0.052438385,0.157645822,38.9970443,-0.000129953,0.015,-0.084811679,0.880661662,0.54835714,0.193517175,0.601743286,-1,19.08,HST   ,12/15/2016 11:45,12/15/2016 12:52,18.97
0.72,1.4294,0.36337,1.378922189,0.324675325,-1.078711114,83,0.223198717,0.070402703,0.070506945,39.99254909,-0.13468505,0.195,-0.054658181,-0.285971203,0.53951267,0.202331207,0.59289412,-1,142.14,MCK   ,12/15/2016 11:52,12/15/2016 12:22,141.4006
1.32,1.6438,0.64415,1.433224756,0.215950181,-0.165099059,133,0.12021639,0.045121829,0.047684779,28.51426032,-0.397318675,0.439,-0.048364404,0.405960954,0.5306682,0.211146791,0.584044954,-1,199.55,MHK   ,12/15/2016 11:55,12/15/2016 12:42,198.51
1.42,1.6739,0.57868,1.842851357,0.960948681,-1.081730769,141,3.978337846,0.040518639,0.243927228,30.89059242,-0.036744091,0.108,-0.050144275,0.476914715,0.48644585,0.255247987,0.539799124,-1,49.38,CERN  ,12/15/2016 12:09,12/15/2016 13:23,49.1204
0.76,2.4524,0.26432,1.34260757,1.711089174,-0.802310655,51,0.289668491,0.03236246,0.129764801,41.8042306,-0.083621858,0.081,0.009312264,0.354018412,0.526245965,0.215555165,0.579620371,1,61.82,TSN   ,12/15/2016 12:33,12/15/2016 13:07,62.14
0.68,1.059,0.19276,0.678124635,1.435009488,0.825179771,107,0.129839471,0.046789098,0,29.60103919,-0.04074304,0.06,-0.035122478,0.772234879,0.482023615,0.259660241,0.535374541,-1,85.53,DLTR  ,12/15/2016 12:45,12/15/2016 14:27,85.1
0.92,2.7479,0.45797,0.922909881,4.897494305,3.077783996,55,-1.813186813,0.054318305,0.081588251,34.8396626,-0.054342015,0.048,-0.129235545,0.573320827,0.358201035,0.383361241,0.411486217,-1,18.42,MRO   ,12/15/2016 13:46,12/15/2016 13:55,18.31
1.24,1.1924,0.49203,1.242313967,3.038531161,1.983619145,173,0.424110012,0.050219711,0.050289163,32.45042856,0.008441258,0.083,-0.201147022,0.785447468,0.269756335,0.471906148,0.322994558,-1,79.69,KLAC  ,12/15/2016 13:48,12/15/2016 13:59,79.262
1.08,0.989,0.5409,1.079622132,1.201857416,0.406504065,182,0.435492651,0.02699784,0.108225108,17.31682348,-0.042420485,0.07,-0.143111914,0.710692908,0.28302304,0.458614455,0.336268307,0,37.05,ATVI  ,12/15/2016 13:53,12/15/2016 15:59,36.995
1.03,0.8455,0.51955,1.032208736,0.605769231,0.364508393,203,0.939194423,0.028680688,0.095794616,20.75789368,-0.156509189,0.177,-0.219610514,0.798602167,0.19457834,0.547292228,0.247776647,0,104.63,MA    ,12/15/2016 13:54,12/15/2016 15:59,104.33
0.65,1.9841,0.39108,1.16354234,0.454545455,-0.45045045,54,-0.448430493,0.064683053,0,31.13939697,-0.010631186,0.02,-0.219610514,-0.585275607,0.19457834,0.547292228,0.247776647,0,15.47,HPQ   ,12/15/2016 13:54,12/15/2016 15:59,15.51
1.25,2.0048,0.60053,2.730955181,0.340894192,-1.884615385,103,-0.421294523,0.104643558,0.109515251,29.76338304,-0.324176165,0.296,-0.238900383,-0.498424709,0.15035599,0.591689849,0.203530817,1,76.53,VRTX  ,12/15/2016 13:56,12/15/2016 14:37,76.94
0.61,1.5557,0.37934,0.609756098,2.789094328,1.234567901,65,-0.123304562,0.030497103,0.061087355,29.19942546,-0.04638093,0.052,-0.213963584,0.721035241,0.163622695,0.578366446,0.216804566,1,32.8,GT    ,12/15/2016 13:57,12/15/2016 14:10,32.98
1.79,1.5761,0.8786,1.789280294,1.821878813,1.417692806,189,0,0.047950132,0.232483566,15.72016716,-0.346919527,0.35,-0.198565978,0.63502684,0.16804493,0.573926096,0.221229149,1,125.19,NFLX  ,12/15/2016 13:58,12/15/2016 14:12,125.89
0.87,0.603,0.29585,0.880189175,1.196490295,0.501716398,240,0.331169691,0.065728934,0.052652363,35.26292602,-0.09422328,0.114,-0.006028694,0.823814677,0.243222925,0.498500088,0.29644706,0,76.12,TSCO  ,12/15/2016 14:11,12/15/2016 15:59,76.23
1.73,1.0794,0.35682,1.732954545,1.792943898,0.227790433,267,1.414958129,0.028417164,0.1995439,30.14731817,-0.039050548,0.056,0.053462447,0.824843153,0.278600805,0.463044629,0.331843724,1,35.2,CFG   ,12/15/2016 14:19,12/15/2016 15:44,35.38
1.38,9.127,0.23257,1.42581565,1.602045164,0.862871161,25,1.293916024,0.176440934,0.231491224,43.54940455,0.449953184,0.543,0.003485729,-0.74778042,-0.132749237,0.172803403,0.075381341,1,119.23,ALXN  ,12/16/2016 10:12,12/16/2016 10:23,120
0.92,4.8574,0.55731,1.383299799,1.644652748,0.905168767,31,1.293916024,0.100704935,0.243881928,36.43936857,0.136205531,0.359,0.103023119,-0.648076599,-0.035399796,0.075251206,0.204036372,1,119.28,ALXN  ,12/16/2016 10:44,12/16/2016 10:46,119.9
0.51,6.4394,0.39032,1.178278689,1.666666667,0.982928091,13,-0.514668039,0.051255766,0.051308363,42.00495533,0.007841644,0.043,0.044526261,-0.591553911,-0.079649542,0.11956955,0.159680639,-1,19.52,CNX   ,12/16/2016 10:50,12/16/2016 10:57,19.39
0.53,1.2494,0.30492,0.538938292,1.172300981,0.324412003,70,0,0.026954178,0.108049703,42.90196149,-0.004934843,0.025,-0.051901722,-0.490552814,-0.159299084,0.199441564,0.079840319,-1,37.11,NTAP  ,12/16/2016 11:04,12/16/2016 11:26,36.92
0.97,1.9212,0.6649,0.967271764,0.747563743,0.747563743,84,0.160449258,0.053029299,0.186071239,25.26547497,-0.180722564,0.173,-0.161620308,-0.246795334,-0.274348422,0.315037494,0,-1,75.47,UAL   ,12/16/2016 11:08,12/16/2016 11:23,75.07
0.85,3.5284,0.30509,0.848256362,1.337153773,0.80760095,40,0.142721218,0.047147572,0.070838253,35.22913103,-0.035021201,0.044,-0.12318436,-0.20816241,-0.261073499,0.301685892,0.035505059,1,21.22,KMI   ,12/16/2016 11:13,12/16/2016 11:41,21.33
0.5,0.9158,0.18844,0.495526497,1.409826912,0.567552602,91,1.318373072,0.041310934,0.110375276,36.408272,-0.012449181,0.046,-0.068837035,-0.383524466,-0.238948626,0.279441118,0.057695722,1,72.65,OXY   ,12/16/2016 11:18,12/16/2016 14:47,73.2
0.65,2.3679,0.19642,0.654664484,0.852819807,0.300957592,45,0.082146769,0.054585153,0.08200082,34.55365937,-0.079205018,0.068,-0.14836679,-0.020122793,-0.345148015,0.386306114,0,-1,36.66,FLIR  ,12/16/2016 11:22,12/16/2016 12:15,36.47
0.89,1.8396,0.34911,1.013894104,0.238393977,-0.942343459,80,0.29847034,0.050093926,0.087807326,39.1322754,-0.119522371,0.11,-0.142245366,0.51725444,-0.347360503,0.38853489,0.028870925,0,79.89,RHT   ,12/16/2016 11:23,12/16/2016 15:59,79.94
0.81,3.4675,0.50406,4.269790289,0.265201743,-4.025385313,38,-0.755803491,0.094553707,0.170454545,35.79723195,0.000210449,0.093,-0.112440231,0.481307303,-0.362847914,0.404139095,0.017767512,1,52.93,KSS   ,12/16/2016 11:28,12/16/2016 11:56,53.2
0.68,1.1547,0.451,0.67882902,0.255210549,-0.211685013,98,0.127172531,0.042444822,0,21.58643925,-0.039245128,0.039,-0.177840253,-0.12008315,-0.451347405,0.49339912,0,-1,23.57,LUK   ,12/16/2016 11:30,12/16/2016 13:20,23.45
1.24,1.576,0.22736,1.239029427,0.754226268,0.310719834,131,0.546732622,0.025819778,0.142357966,37.36139875,-0.007789189,0.019,0.071315701,0.181594333,-0.238948626,0.279441118,0.217816501,-1,38.74,YHOO  ,12/16/2016 11:53,12/16/2016 12:20,38.5
0.96,1.2419,0.116,0.96,1.874490628,1.378751014,128,-1.987281399,0.080064051,0,41.5607344,-0.014042307,0.015,-0.058835019,-0.089044079,-0.305323244,0.34620506,0.15113798,-1,12.5,NRG   ,12/16/2016 12:23,12/16/2016 14:07,12.425
0.6,1.5252,0.34873,0.59890486,2.887323944,3.18707513,65,-2.63881726,0.025673941,0.042844901,34.478791,-0.043496586,0.1,-0.014924691,-0.611404547,-0.296473295,0.337298065,0.16002845,-1,116.88,HON   ,12/16/2016 12:33,12/16/2016 13:08,116.18
0.62,1.8034,0.22278,0.617283951,1.25,1.25,57,0.170745589,0.056148231,0,38.97528088,-0.009985013,0.025,0.010222182,-0.43442716,-0.283198372,0.323940537,0.173364154,-1,17.82,OI    ,12/16/2016 12:40,12/16/2016 13:17,17.73
0.93,1.2524,0.53714,0.930232558,2.590320382,0.736278447,123,0.134048257,0.066489362,0.133244504,30.29377877,-0.035810555,0.033,-0.07680702,-0.678482316,-0.504447099,0.547031354,0.026691579,-1,15.05,RIG   ,12/16/2016 13:15,12/16/2016 14:39,14.97
1.27,1.2604,0.33093,1.266666667,2.249488753,0.401606426,167,0.134048257,0.066711141,0.066800267,39.95034455,-0.007762512,0.014,0.00281602,-0.482659498,-0.477897252,0.520208083,0.082322839,-1,15,RIG   ,12/16/2016 13:51,12/16/2016 15:45,14.915
0.7,0.7434,0.22932,2.293099854,0.229837025,-1.316601522,156,0.641821946,0.020850709,0.146259925,32.6644711,-0.035026378,0.031,-0.016448319,0.858202432,-0.477897252,0.520208083,0.082322839,-1,47.97,AAL   ,12/16/2016 14:05,12/16/2016 15:24,47.68
1.69,1.0029,0.37886,1.794616152,0.601805416,0,280,0.099800399,0.099800399,0,47.02914902,0.000268729,0.009,-0.032001138,0.246855352,-0.473472278,0.515738929,0.086772722,1,10.03,GCI   ,12/16/2016 14:21,12/16/2016 15:57,10.09
1.41,1.0251,0.33362,1.41271443,0.609137056,0.40526849,229,0,0.101010101,0.101112235,37.35650895,-0.005735232,0.015,-0.038298651,-0.034189191,-0.482322227,0.524677635,0.077872956,1,9.91,SPLS  ,12/16/2016 14:23,12/16/2016 14:47,10.02
1.64,0.961,0.5102,1.64399093,0.227272727,0.227272727,284,0.170745589,0.056721497,0.113636364,29.37642423,-0.032839216,0.03,0.008445158,0.135814331,-0.438072481,0.48,0.122371788,1,17.64,OI    ,12/16/2016 14:38,12/16/2016 15:51,17.74
2.2,1.2457,0.12917,2.204585538,1.171450737,1.171450737,294,0.432428221,0.019173985,0.138392342,42.39314559,-0.033150659,0.134,0.014221085,0.192571848,-0.415947608,0.457676072,0.144621204,1,260.82,ULTA  ,12/16/2016 14:56,12/16/2016 15:23,262.125
0.53,4.2468,0.15451,0.835654596,1.098282174,0.908835379,20,2.182862614,0.05574136,0.3366881,45.55253979,0.166858827,0.24,-0.039160343,0.785876794,0.10655301,0.124179528,0.17771459,1,107.7,LRCX  ,12/19/2016 10:18,12/19/2016 10:44,108.24
0.58,2.7462,0.16623,0.57864282,2.149382053,1.278636121,35,0.428036383,0.052631579,0,42.86013702,-0.009746366,0.02,0.059078959,0.766200191,0.257503108,0.044283057,0.328771992,-1,19.01,COTY  ,12/19/2016 11:04,12/19/2016 12:43,18.91
1.19,3.3166,0.57565,1.186213071,0.291806958,-0.843320018,59,-0.044365572,0.06718925,0.157091562,32.18995643,-0.067551569,0.087,0.039125075,0.420195478,0.275261943,0.048702736,0.346543451,-1,44.68,NFX   ,12/19/2016 11:13,12/19/2016 11:21,44.43
0.78,2.2273,0.41874,1.125866051,0.391247645,-0.144133756,58,0,0.028876697,0.260831764,34.36546278,-0.096858328,0.118,-0.007011613,0.04934609,0.24862369,0.075287865,0.319886263,-1,69.28,LB    ,12/19/2016 11:20,12/19/2016 11:46,68.91
1.17,6.2433,0.53029,3.40063762,0.212992545,-1.517530089,31,-0.520562207,0.053163211,0.106496273,30.55514775,0.001139863,0.06,-0.053213435,-0.591370561,0.204226603,0.119627825,0.275457615,-1,18.82,CNX   ,12/19/2016 11:24,12/19/2016 11:27,18.72
1.29,5.5796,0.30414,1.968851014,0.265173836,-1.018033741,38,0.262467192,0.058806233,0.088365243,38.43003994,-0.095818478,0.116,-0.097505095,-0.228251472,0.150950098,0.172887667,0.222143238,-1,34.03,RRC   ,12/19/2016 11:28,12/19/2016 13:39,33.8275
0.85,1.7465,0.39321,0.87341263,1.416083916,1.410174232,81,-0.174509918,0.06324747,0.031660143,24.51149596,-0.258137056,0.328,-0.062304891,0.686218776,0.031077961,0.292929741,0.102185889,0,174.03,AAP   ,12/19/2016 12:00,12/19/2016 15:59,173.7901
0.63,1.7317,0.29563,1.756129887,0.466045273,-1.243455497,60,0,0.033145509,0,36.8876135,-0.014816008,0.035,-0.006205564,0.029073721,0.155389806,0.168447183,0.226586103,-1,30.18,URBN  ,12/19/2016 13:12,12/19/2016 15:03,30.01
0.94,2.0596,0.54716,3.03722311,0.782508631,-1.705948373,76,2.602487333,0.068555759,0.022862369,31.03492061,-0.091331303,0.1,-0.023124325,0.293070694,0.133191263,0.190653543,0.204371779,-1,43.79,LEN   ,12/19/2016 13:17,12/19/2016 14:30,43.46
1.01,1.301,0.51572,1.891974367,0.275397797,-1.650660264,129,0.361445783,0.030525031,0.122361578,33.31884545,-0.015752552,0.037,0.000443284,0.121892977,0.155389806,0.168447183,0.226586103,-1,32.77,MUR   ,12/19/2016 13:35,12/19/2016 13:41,32.59
0.61,0.5098,0.1446,1.205367296,0.227946205,-0.968468468,199,-0.224719101,0.022747953,0.085479827,36.58569071,-0.002781537,0.01,0.025711271,-0.132516346,0.17758835,0.146250665,0.248800427,-1,43.97,MNST  ,12/19/2016 13:49,12/19/2016 15:21,43.74
0.78,0.722,0.24925,1.668552036,0.36900369,-0.683456605,180,-0.252147927,0.056593096,0.122873346,34.78654215,-0.087837497,0.099,-0.063953634,-0.152007336,0.133191263,0.190653543,0.204371779,0,106.08,UHS   ,12/19/2016 14:48,12/19/2016 15:59,106.61
